anchor,jnd,mean,normality,samples,samples_no,sequence_index,standard_deviation
0,31,32.90625,0,"[31, 32, 41, 38, 30, 40, 40, 39, 36, 14, 36, 35, 35, 36, 19, 34, 41, 35, 31, 33, 38, 31, 33, 28, 39, 34, 34, 19, 38, 33, 18, 32]",32,118,6.817242726
0,31,34.27586207,1,"[30, 39, 31, 34, 29, 40, 30, 40, 40, 38, 38, 33, 31, 41, 30, 32, 28, 33, 26, 37, 35, 32, 35, 41, 27, 33, 42, 34, 35]",29,119,4.5817694
0,33,34.27586207,1,"[33, 30, 30, 35, 36, 35, 37, 37, 37, 36, 34, 34, 37, 28, 34, 35, 34, 31, 34, 33, 34, 32, 36, 35, 36, 36, 37, 36, 32]",29,120,2.373914063
0,25,28.56666667,1,"[40, 36, 30, 29, 33, 28, 29, 34, 24, 30, 30, 30, 21, 21, 34, 28, 19, 19, 26, 32, 35, 31, 31, 21, 23, 24, 34, 27, 27, 31]",30,121,5.29595378
0,25,27.96969697,1,"[24, 16, 29, 35, 23, 26, 31, 36, 23, 27, 30, 25, 28, 31, 28, 28, 34, 31, 28, 37, 30, 26, 23, 21, 29, 33, 26, 25, 29, 25, 27, 33, 26]",33,122,4.496421136
0,18,22.96969697,1,"[17, 18, 37, 34, 15, 18, 22, 26, 21, 40, 29, 24, 23, 20, 21, 33, 32, 31, 16, 13, 25, 11, 19, 23, 28, 24, 14, 28, 16, 26, 18, 14, 22]",33,123,7.234832619
0,23,25.5,1,"[28, 32, 22, 23, 25, 27, 23, 26, 27, 27, 24, 28, 30, 28, 26, 28, 23, 23, 15, 31, 37, 28, 25, 28, 20, 20, 26, 25, 26, 13, 21, 31]",32,124,4.711002907
0,24,27.5,1,"[31, 33, 23, 30, 30, 33, 29, 30, 31, 23, 30, 28, 24, 24, 32, 32, 30, 28, 32, 31, 28, 22, 28, 29, 21, 29, 24, 15, 26, 19]",30,125,4.462487323
0,21,23.67741935,1,"[25, 29, 21, 14, 28, 23, 25, 20, 29, 22, 24, 32, 21, 23, 19, 28, 26, 23, 16, 35, 10, 18, 23, 22, 20, 27, 24, 23, 33, 24, 27]",31,126,5.331585735
0,28,30.87878788,1,"[20, 34, 25, 36, 34, 33, 23, 28, 28, 22, 32, 28, 31, 32, 33, 33, 39, 23, 33, 34, 33, 14, 33, 39, 32, 38, 31, 37, 25, 36, 33, 30, 37]",33,127,5.797400149
0,24,28.03030303,1,"[24, 30, 34, 36, 24, 23, 28, 20, 26, 31, 18, 28, 25, 34, 24, 18, 34, 37, 20, 32, 31, 24, 26, 28, 37, 34, 27, 24, 36, 35, 16, 24, 37]",33,128,6.156728273
0,23,25.32432432,1,"[24, 25, 31, 25, 29, 29, 28, 31, 11, 27, 18, 23, 26, 27, 30, 34, 25, 28, 23, 21, 20, 29, 31, 20, 21, 30, 14, 23, 21, 34, 25, 27, 23, 28, 30, 25, 21]",37,129,5.072004064
0,24,25.83870968,1,"[24, 20, 33, 22, 33, 24, 14, 21, 27, 23, 24, 24, 29, 29, 19, 27, 31, 27, 29, 29, 23, 22, 25, 26, 34, 24, 30, 34, 25, 25, 24]",31,130,4.60504632
0,27,29.4375,1,"[29, 28, 31, 35, 20, 31, 34, 30, 37, 25, 33, 33, 33, 25, 27, 35, 25, 24, 32, 29, 29, 32, 25, 28, 33, 33, 17, 22, 33, 27, 28, 39]",32,131,4.924838298
0,27,28.76666667,0,"[30, 21, 31, 33, 18, 37, 33, 31, 21, 26, 35, 37, 30, 34, 28, 14, 30, 33, 30, 25, 36, 11, 28, 29, 35, 34, 29, 23, 33, 28]",30,132,6.526779495
0,28,30.6875,1,"[33, 30, 22, 27, 32, 28, 38, 31, 31, 24, 34, 35, 28, 33, 19, 32, 33, 34, 28, 35, 30, 34, 32, 29, 35, 31, 33, 24, 37, 23, 32, 35]",32,133,4.504030453
0,31,32.78571429,1,"[29, 31, 28, 30, 36, 34, 30, 35, 34, 36, 37, 25, 32, 41, 31, 27, 28, 34, 34, 31, 34, 32, 37, 32, 35, 37, 32, 36]",28,134,3.604083516
0,27,29.34482759,1,"[33, 25, 26, 27, 29, 29, 29, 29, 26, 32, 30, 29, 26, 33, 19, 27, 28, 29, 37, 29, 35, 24, 33, 33, 29, 28, 32, 31, 34]",29,135,3.715564388
0,24,27.96666667,1,"[31, 36, 31, 27, 39, 30, 30, 23, 30, 31, 29, 24, 19, 23, 34, 24, 35, 13, 23, 32, 32, 27, 29, 27, 27, 24, 26, 30, 24, 29]",30,136,5.255429595
0,28,30.27272727,1,"[31, 17, 37, 34, 29, 29, 33, 38, 26, 33, 35, 23, 28, 27, 30, 30, 31, 31, 29, 37, 37, 27, 29, 26, 33, 37, 32, 28, 28, 31, 20, 31, 32]",33,137,4.75179392
0,27,29.18181818,1,"[15, 26, 29, 37, 27, 24, 29, 31, 29, 22, 31, 37, 32, 27, 17, 35, 33, 33, 16, 33, 27, 24, 34, 29, 37, 37, 31, 39, 24, 31, 29, 31, 27]",33,138,5.997158418
0,24,26.71875,1,"[25, 31, 28, 24, 28, 30, 26, 21, 25, 21, 23, 27, 28, 32, 27, 28, 28, 30, 23, 25, 32, 29, 23, 29, 22, 27, 35, 26, 20, 24, 27, 31]",32,139,3.594210174
0,26,28.86666667,1,"[32, 31, 23, 37, 25, 35, 34, 29, 23, 24, 33, 30, 28, 32, 30, 32, 32, 34, 29, 29, 30, 26, 19, 26, 30, 28, 26, 19, 30, 30]",30,140,4.368644809
0,26,27.80645161,1,"[23, 31, 29, 26, 26, 30, 24, 32, 29, 32, 36, 26, 28, 28, 16, 27, 30, 24, 29, 30, 25, 33, 18, 29, 28, 30, 28, 21, 35, 27, 32]",31,141,4.422814751
0,25,29.03030303,1,"[25, 29, 37, 31, 36, 29, 20, 22, 29, 20, 24, 26, 34, 21, 29, 25, 40, 25, 31, 34, 23, 22, 36, 33, 28, 36, 29, 37, 21, 32, 31, 31, 32]",33,142,5.598464346
0,24,28.3030303,1,"[30, 29, 37, 23, 32, 28, 24, 22, 20, 28, 24, 24, 24, 30, 25, 20, 27, 24, 27, 34, 34, 28, 21, 37, 34, 34, 30, 32, 35, 30, 20, 28, 39]",33,143,5.347223862
0,27,29.02702703,1,"[36, 25, 29, 29, 26, 32, 27, 32, 27, 29, 32, 28, 27, 29, 34, 35, 28, 25, 31, 34, 36, 33, 28, 25, 28, 30, 20, 27, 28, 31, 30, 33, 20, 29, 23, 26, 32]",37,144,3.897908887
0,27,28.83870968,1,"[28, 27, 38, 23, 37, 29, 27, 19, 36, 30, 28, 29, 24, 26, 27, 34, 25, 29, 30, 24, 27, 24, 33, 27, 30, 28, 29, 33, 29, 33, 31]",31,145,4.211862408
0,26,28.53125,1,"[31, 29, 33, 27, 23, 28, 34, 29, 29, 26, 37, 27, 32, 25, 27, 36, 28, 26, 40, 23, 32, 31, 32, 27, 29, 19, 25, 26, 28, 22, 21, 31]",32,146,4.648859555
0,26,28.73333333,1,"[33, 27, 26, 34, 28, 31, 24, 28, 26, 24, 33, 34, 27, 34, 30, 28, 19, 28, 27, 23, 37, 33, 28, 25, 28, 35, 23, 24, 34, 31]",30,147,4.370223172
0,26,28.3125,1,"[26, 24, 20, 36, 29, 32, 31, 38, 28, 31, 32, 28, 28, 33, 16, 31, 31, 24, 20, 24, 34, 29, 31, 27, 30, 28, 26, 16, 30, 29, 32, 32]",32,148,5.127015733
0,26,29.46428571,1,"[28, 35, 26, 26, 26, 34, 28, 24, 31, 32, 34, 23, 30, 32, 28, 28, 30, 24, 37, 32, 23, 28, 32, 26, 28, 34, 37, 29]",28,149,4.032113157
0,28,30.8,1,"[26, 28, 33, 29, 33, 31, 34, 32, 37, 28, 35, 31, 33, 31, 26, 30, 21, 31, 26, 29, 35, 31, 28, 33, 31, 36, 31, 30, 37, 28]",30,150,3.595015707
0,30,33.27586207,1,"[40, 40, 39, 35, 41, 39, 35, 40, 30, 31, 18, 28, 26, 35, 33, 37, 22, 24, 30, 34, 36, 34, 35, 34, 30, 33, 37, 36, 33]",29,151,5.611827763
0,31,32.96969697,1,"[36, 31, 35, 38, 28, 31, 40, 40, 37, 36, 37, 33, 22, 33, 36, 34, 36, 30, 39, 36, 34, 23, 24, 34, 35, 35, 35, 30, 20, 31, 29, 39, 31]",33,152,5.114225555
0,25,27.34375,1,"[27, 23, 27, 38, 27, 25, 26, 31, 25, 30, 26, 18, 28, 27, 22, 28, 30, 35, 20, 31, 19, 27, 30, 28, 34, 24, 27, 34, 29, 32, 26, 21]",32,153,4.618402007
0,26,28.09090909,1,"[27, 31, 31, 32, 18, 29, 26, 27, 27, 23, 30, 27, 29, 32, 28, 28, 31, 27, 23, 31, 27, 35, 29, 31, 31, 28, 23, 34, 23, 26, 25, 24, 34]",33,154,3.761346471
0,27,28.76666667,1,"[29, 31, 23, 38, 31, 28, 29, 23, 27, 26, 33, 33, 26, 28, 30, 35, 27, 29, 31, 30, 37, 26, 27, 29, 17, 30, 28, 25, 30, 27]",30,155,4.174498387
0,28,29.87096774,1,"[31, 33, 37, 28, 31, 29, 27, 29, 23, 36, 33, 15, 32, 30, 23, 33, 35, 30, 22, 35, 27, 36, 26, 28, 30, 30, 26, 32, 42, 29, 28]",31,156,5.175209725
0,27,29.25,1,"[26, 27, 34, 35, 33, 28, 26, 28, 27, 30, 25, 25, 31, 28, 28, 34, 30, 29, 29, 25, 31, 28, 29, 30, 32, 33, 29, 25, 33, 29, 25, 34]",32,157,3.048003048
0,25,28.33333333,1,"[26, 27, 35, 24, 25, 25, 28, 24, 33, 27, 27, 26, 26, 29, 24, 26, 26, 34, 25, 30, 28, 28, 32, 31, 33, 30, 30, 25, 37, 38, 21, 23, 32]",33,158,4.135718398
0,24,28.10810811,1,"[32, 26, 29, 25, 24, 27, 24, 26, 20, 36, 25, 29, 29, 32, 35, 35, 27, 25, 41, 23, 38, 31, 23, 25, 19, 25, 28, 30, 28, 37, 24, 23, 24, 29, 34, 19, 33]",37,159,5.378887658
0,28,31.83870968,1,"[27, 28, 37, 30, 36, 29, 34, 34, 36, 34, 31, 37, 28, 39, 26, 39, 33, 34, 31, 25, 26, 28, 32, 18, 37, 26, 33, 38, 35, 32, 34]",31,160,4.872349017
0,26,28.71875,1,"[37, 29, 34, 18, 15, 33, 31, 33, 28, 23, 27, 24, 23, 26, 35, 36, 27, 31, 33, 27, 24, 32, 27, 27, 31, 30, 28, 34, 32, 26, 26, 32]",32,161,4.991827999
0,27,30.16666667,1,"[29, 27, 28, 39, 27, 34, 34, 37, 20, 33, 39, 33, 34, 35, 32, 31, 17, 31, 26, 25, 31, 26, 27, 28, 34, 32, 29, 31, 35, 21]",30,162,5.246235651
0,26,30.87096774,1,"[24, 41, 25, 19, 30, 29, 36, 42, 35, 24, 37, 34, 25, 34, 32, 33, 34, 24, 30, 27, 36, 31, 25, 35, 36, 26, 25, 35, 27, 37, 29]",31,163,5.625785489
0,33,34.10714286,1,"[33, 32, 30, 36, 37, 33, 30, 34, 36, 35, 30, 35, 37, 41, 34, 30, 36, 34, 35, 34, 24, 33, 40, 23, 39, 39, 35, 40]",28,164,4.28899786
0,30,31.75862069,1,"[36, 36, 38, 34, 36, 34, 37, 25, 35, 31, 32, 35, 27, 33, 30, 37, 23, 24, 32, 29, 31, 32, 32, 31, 24, 34, 30, 29, 34]",29,165,4.137417866
0,29,32.54545455,1,"[34, 28, 35, 40, 28, 31, 37, 46, 29, 34, 36, 23, 29, 36, 30, 28, 36, 35, 28, 41, 36, 28, 29, 24, 30, 37, 32, 28, 34, 35, 29, 36, 32]",33,166,4.956630087
0,16,19.6875,1,"[14, 19, 13, 21, 14, 16, 17, 23, 20, 22, 21, 23, 18, 23, 13, 30, 23, 26, 19, 21, 14, 24, 20, 26, 18, 19, 25, 16, 20, 26, 14, 12]",32,167,4.568034094
0,23,27.42424242,1,"[21, 33, 37, 28, 30, 33, 21, 30, 30, 22, 31, 24, 35, 37, 25, 34, 30, 22, 19, 23, 27, 39, 28, 24, 29, 23, 21, 31, 20, 27, 13, 24, 34]",33,168,6.062334034
0,30,33.5862069,1,"[39, 44, 34, 37, 36, 34, 33, 30, 35, 28, 36, 34, 34, 31, 30, 37, 29, 32, 35, 37, 37, 30, 30, 34, 23, 36, 31, 38, 30]",29,169,4.101543624
0,28,29.38709677,1,"[30, 32, 35, 28, 29, 29, 30, 26, 31, 31, 34, 27, 27, 29, 22, 26, 33, 26, 29, 33, 23, 31, 29, 31, 31, 34, 26, 28, 29, 32, 30]",31,170,3.084125153
0,26,28.09090909,1,"[23, 30, 34, 38, 36, 29, 14, 26, 27, 14, 28, 11, 39, 21, 27, 25, 31, 19, 32, 31, 31, 29, 34, 35, 27, 36, 26, 31, 11, 40, 30, 26, 36]",33,171,7.682625025
0,25,29.81818182,1,"[26, 38, 29, 35, 36, 26, 25, 23, 28, 23, 30, 39, 32, 28, 33, 26, 23, 25, 22, 34, 34, 37, 25, 35, 40, 35, 23, 36, 32, 29, 16, 23, 38]",33,172,6.100484332
0,23,26.86486486,1,"[25, 31, 31, 26, 29, 29, 25, 28, 23, 36, 27, 21, 30, 22, 37, 33, 25, 32, 26, 14, 29, 27, 28, 21, 22, 31, 18, 18, 25, 37, 31, 31, 26, 24, 22, 19, 35]",37,173,5.513428869
0,29,31.03225806,1,"[30, 28, 31, 29, 36, 23, 31, 34, 37, 23, 31, 34, 30, 36, 29, 33, 28, 30, 31, 36, 26, 28, 32, 37, 36, 22, 33, 34, 34, 31, 29]",31,174,4.05367217
0,29,32.375,1,"[39, 37, 29, 36, 29, 38, 36, 39, 39, 34, 33, 37, 27, 32, 32, 38, 34, 27, 40, 32, 34, 31, 31, 28, 29, 29, 20, 28, 32, 22, 32, 32]",32,175,4.877532427
0,28,31.33333333,1,"[33, 32, 31, 37, 31, 28, 35, 39, 29, 33, 41, 29, 34, 36, 30, 27, 24, 28, 31, 34, 38, 24, 28, 23, 36, 34, 28, 21, 35, 31]",30,176,4.866021056
0,26,28.59375,1,"[26, 37, 30, 30, 27, 31, 35, 38, 32, 20, 34, 26, 27, 28, 22, 24, 32, 27, 18, 31, 33, 23, 27, 27, 33, 30, 29, 23, 37, 23, 31, 24]",32,177,5.008762483
0,28,30.5862069,1,"[28, 36, 27, 32, 28, 32, 28, 26, 34, 34, 34, 28, 24, 37, 25, 31, 23, 30, 31, 33, 32, 31, 32, 38, 28, 36, 33, 29, 27]",29,178,3.896126661
0,25,28.76666667,1,"[28, 34, 34, 32, 34, 31, 29, 29, 36, 23, 29, 27, 23, 24, 29, 28, 34, 24, 24, 30, 32, 29, 34, 24, 33, 19, 31, 18, 32, 29]",30,179,4.636313438
0,26,30.3030303,1,"[31, 18, 35, 39, 26, 29, 36, 41, 21, 33, 37, 30, 29, 31, 28, 24, 33, 35, 31, 36, 34, 25, 23, 24, 31, 36, 33, 21, 25, 27, 29, 37, 32]",33,180,5.631856091
0,26,27.53125,1,"[17, 22, 28, 25, 27, 26, 30, 24, 32, 29, 37, 29, 26, 23, 31, 29, 33, 16, 28, 29, 26, 31, 26, 34, 28, 29, 31, 30, 29, 27, 24, 25]",32,181,4.347668081
0,23,25.93939394,1,"[25, 30, 37, 29, 29, 25, 21, 18, 22, 26, 27, 25, 29, 31, 29, 28, 20, 29, 18, 23, 25, 31, 30, 29, 26, 23, 22, 28, 24, 21, 15, 30, 31]",33,182,4.676666775
0,27,28.86666667,1,"[34, 33, 20, 30, 28, 27, 31, 34, 26, 27, 30, 23, 29, 32, 29, 31, 31, 29, 27, 32, 31, 21, 31, 32, 26, 26, 33, 29, 28, 26]",30,183,3.530491158
0,27,28.58064516,1,"[32, 31, 34, 29, 24, 20, 27, 29, 31, 32, 31, 27, 23, 26, 23, 31, 32, 26, 29, 31, 31, 29, 24, 32, 30, 30, 27, 27, 33, 26, 29]",31,184,3.384023183
0,30,30.96969697,1,"[21, 33, 34, 38, 24, 32, 30, 27, 20, 36, 35, 30, 35, 30, 32, 30, 34, 31, 30, 34, 34, 32, 34, 39, 33, 35, 25, 29, 21, 31, 31, 28, 34]",33,185,4.64680568
0,26,29.75757576,1,"[34, 26, 34, 35, 18, 29, 23, 20, 20, 26, 33, 25, 30, 34, 28, 31, 31, 36, 31, 32, 36, 29, 38, 30, 40, 34, 28, 36, 33, 23, 21, 24, 34]",33,186,5.662543063
0,25,28.32432432,1,"[30, 31, 28, 27, 26, 37, 31, 30, 23, 25, 25, 29, 26, 26, 36, 39, 28, 24, 29, 20, 34, 34, 24, 16, 26, 31, 29, 12, 24, 40, 30, 29, 23, 31, 32, 28, 35]",37,187,5.754486434
0,26,28.74193548,1,"[31, 23, 33, 25, 34, 23, 27, 23, 35, 24, 23, 26, 27, 22, 30, 29, 27, 26, 29, 37, 27, 23, 29, 34, 33, 29, 33, 36, 32, 31, 30]",31,188,4.350997908
0,26,28.83870968,1,"[34, 32, 27, 18, 33, 32, 30, 33, 25, 29, 34, 28, 24, 29, 32, 24, 25, 30, 26, 28, 37, 26, 29, 28, 27, 26, 26, 30, 21, 35, 36]",31,189,4.374903993
0,29,31.3,1,"[24, 30, 37, 38, 20, 33, 34, 36, 32, 34, 38, 36, 31, 38, 30, 26, 33, 31, 32, 26, 36, 18, 25, 28, 34, 31, 30, 27, 35, 36]",30,190,5.207090656
0,26,28.40625,1,"[26, 31, 20, 36, 30, 26, 36, 38, 32, 18, 33, 29, 26, 32, 18, 29, 28, 31, 25, 22, 36, 28, 24, 28, 34, 31, 29, 26, 33, 17, 31, 26]",32,191,5.429069753
0,28,29.82142857,1,"[29, 34, 29, 28, 28, 32, 24, 23, 34, 32, 32, 28, 27, 35, 30, 21, 34, 31, 30, 32, 29, 30, 35, 23, 36, 28, 31, 30]",28,192,3.820544575
0,29,32.23333333,1,"[34, 41, 36, 29, 38, 29, 38, 38, 41, 38, 30, 37, 25, 29, 38, 25, 34, 20, 19, 34, 33, 31, 34, 28, 29, 30, 35, 30, 32, 32]",30,193,5.519141196
0,27,28.87878788,1,"[26, 29, 31, 41, 32, 27, 33, 37, 16, 29, 38, 24, 24, 32, 21, 28, 29, 31, 24, 32, 31, 25, 28, 28, 30, 31, 29, 20, 31, 27, 27, 33, 29]",33,194,4.992228809
0,25,27.60606061,1,"[31, 21, 33, 37, 30, 21, 23, 29, 20, 28, 29, 28, 26, 26, 19, 37, 32, 28, 25, 31, 23, 29, 28, 28, 28, 30, 30, 28, 24, 28, 32, 25, 24]",33,195,4.322465977
0,26,26.48484848,0,"[27, 29, 28, 27, 28, 28, 22, 28, 26, 23, 26, 31, 26, 31, 28, 32, 28, 26, 20, 32, 26, 28, 28, 27, 26, 20, 18, 30, 26, 30, 16, 26, 27]",33,196,3.759331823
0,27,28.63333333,1,"[28, 36, 28, 34, 30, 31, 34, 28, 26, 28, 27, 28, 24, 28, 31, 34, 31, 28, 29, 32, 32, 23, 28, 28, 24, 29, 25, 21, 28, 26]",30,197,3.468909531
0,25,27,1,"[27, 28, 34, 27, 25, 26, 27, 28, 32, 29, 33, 27, 23, 24, 24, 26, 28, 28, 28, 24, 27, 25, 30, 31, 30, 18, 19, 28, 24, 30]",30,198,3.571921148
0,25,28.54545455,1,"[25, 29, 33, 35, 30, 19, 25, 23, 23, 29, 23, 24, 32, 27, 26, 25, 34, 29, 30, 33, 27, 29, 33, 37, 33, 38, 28, 23, 23, 33, 31, 20, 33]",33,199,4.880387466
0,30,31.87878788,1,"[32, 35, 37, 34, 34, 29, 24, 22, 31, 28, 30, 31, 28, 33, 31, 30, 30, 36, 29, 33, 34, 34, 37, 36, 40, 33, 31, 38, 37, 31, 23, 26, 35]",33,200,4.299400945
0,26,28.48648649,1,"[29, 30, 35, 27, 28, 33, 29, 30, 26, 27, 26, 22, 20, 32, 34, 34, 29, 31, 16, 25, 33, 30, 30, 25, 21, 33, 37, 14, 23, 33, 34, 34, 25, 26, 34, 29, 30]",37,201,5.284261862
0,26,28.67741935,1,"[24, 33, 23, 28, 32, 26, 33, 30, 33, 27, 31, 34, 24, 30, 24, 29, 31, 23, 29, 18, 22, 26, 33, 28, 34, 28, 31, 31, 34, 29, 31]",31,202,4.118147616
0,28,30.0625,1,"[27, 33, 32, 35, 21, 35, 36, 33, 36, 30, 27, 29, 28, 31, 30, 36, 31, 27, 38, 28, 27, 29, 29, 26, 31, 28, 23, 29, 32, 23, 30, 32]",32,203,4.023619779
0,30,33.43333333,1,"[27, 33, 37, 36, 26, 30, 34, 40, 30, 37, 33, 38, 37, 40, 36, 33, 26, 28, 35, 32, 38, 19, 33, 35, 31, 37, 26, 36, 41, 39]",30,204,5.150716946
0,29,31.3125,1,"[32, 23, 30, 37, 31, 34, 37, 37, 31, 32, 37, 31, 31, 32, 24, 35, 30, 33, 23, 30, 37, 29, 28, 25, 31, 35, 33, 28, 37, 29, 35, 25]",32,205,4.245965827
0,32,33.5862069,1,"[32, 42, 27, 36, 34, 35, 33, 32, 35, 36, 35, 33, 33, 37, 34, 33, 23, 32, 37, 38, 33, 33, 30, 38, 28, 34, 37, 33, 31]",29,206,3.679258867
0,28,31.63333333,1,"[37, 41, 36, 33, 41, 33, 31, 32, 20, 35, 23, 23, 28, 28, 37, 34, 33, 20, 24, 35, 38, 33, 34, 34, 37, 31, 29, 24, 32, 33]",30,207,5.69623792
0,30,33.96875,1,"[37, 20, 37, 39, 35, 35, 25, 44, 40, 40, 30, 33, 34, 37, 38, 38, 35, 30, 27, 39, 25, 27, 29, 36, 40, 38, 34, 35, 34, 31, 36, 29]",32,208,5.367070295
0,23,26.81818182,1,"[28, 21, 31, 29, 23, 27, 25, 23, 20, 29, 23, 28, 31, 21, 16, 32, 32, 32, 16, 24, 29, 28, 34, 31, 35, 30, 26, 34, 18, 31, 30, 27, 21]",33,209,5.228853516
0,24,26.90625,1,"[28, 31, 24, 29, 27, 31, 22, 27, 26, 21, 28, 26, 32, 35, 24, 28, 26, 22, 20, 24, 37, 32, 28, 32, 25, 23, 35, 23, 25, 16, 23, 31]",32,210,4.754348604
0,24,26.56666667,1,"[25, 29, 21, 31, 26, 27, 33, 26, 25, 22, 31, 26, 23, 23, 32, 31, 26, 22, 27, 29, 30, 25, 26, 26, 32, 24, 22, 24, 29, 24]",30,211,3.410767265
0,24,26.70967742,1,"[23, 33, 31, 24, 23, 29, 24, 24, 22, 26, 28, 24, 23, 22, 25, 25, 33, 30, 29, 29, 25, 25, 25, 31, 23, 28, 25, 27, 35, 22, 35]",31,212,3.883242188
0,28,30.75757576,1,"[32, 32, 28, 37, 38, 28, 27, 28, 21, 24, 29, 30, 34, 31, 29, 30, 28, 32, 30, 36, 31, 31, 34, 40, 31, 31, 33, 33, 23, 36, 26, 27, 35]",33,213,4.242863884
0,27,29.75757576,1,"[29, 32, 36, 32, 34, 32, 28, 22, 18, 29, 28, 26, 24, 31, 28, 29, 29, 35, 24, 32, 35, 28, 34, 33, 38, 27, 27, 36, 31, 31, 27, 24, 33]",33,214,4.444310288
0,23,25.97297297,1,"[31, 28, 25, 28, 21, 26, 23, 23, 21, 31, 21, 25, 19, 27, 34, 33, 25, 23, 26, 20, 32, 31, 29, 23, 19, 26, 23, 25, 23, 35, 25, 25, 19, 29, 30, 26, 31]",37,215,4.381060795
0,27,29.58064516,1,"[29, 29, 28, 25, 34, 26, 31, 33, 34, 30, 34, 32, 30, 28, 33, 36, 27, 25, 23, 28, 23, 21, 35, 31, 35, 21, 27, 36, 27, 32, 34]",31,216,4.380062355
0,30,32.65625,1,"[37, 32, 34, 33, 30, 37, 36, 34, 39, 26, 32, 35, 30, 32, 31, 37, 35, 28, 36, 31, 34, 40, 30, 32, 35, 28, 25, 35, 30, 24, 33, 34]",32,217,3.848832039
0,27,29.9,1,"[23, 31, 30, 37, 27, 24, 32, 35, 31, 34, 39, 33, 27, 38, 33, 29, 20, 21, 31, 23, 34, 29, 27, 24, 33, 34, 29, 20, 36, 33]",30,218,5.339185008
0,24,29.1875,1,"[34, 33, 24, 30, 23, 31, 37, 37, 29, 27, 36, 25, 24, 36, 16, 29, 36, 33, 15, 29, 36, 32, 21, 23, 35, 32, 27, 23, 34, 22, 33, 32]",32,219,6.087732244
0,28,31.34482759,1,"[31, 36, 24, 34, 29, 34, 31, 32, 35, 35, 34, 30, 28, 41, 31, 29, 27, 33, 25, 37, 34, 33, 33, 42, 21, 36, 24, 27, 23]",29,220,5.114935149
