anchor,jnd,mean,normality,samples,samples_no,sequence_index,standard_deviation
28,31,32.76470588,1,"[31, 31, 33, 37, 33, 31, 34, 30, 33, 32, 32, 34, 36, 33, 32, 31, 34, 33, 32, 32, 34, 31, 31, 37, 31, 33, 33, 33, 32, 36, 31, 34, 33, 31]",34,112,1.776254546
33,36,37.85294118,1,"[43, 37, 42, 35, 35, 40, 38, 35, 39, 41, 38, 38, 38, 36, 37, 35, 38, 36, 38, 36, 38, 36, 35, 37, 37, 38, 36, 40, 37, 43, 39, 37, 38, 41]",34,113,2.231080088
30,32,33.8125,1,"[33, 32, 35, 36, 35, 35, 32, 32, 33, 33, 36, 35, 36, 32, 32, 34, 35, 33, 38, 32, 33, 33, 35, 33, 35, 32, 32, 32, 32, 35, 34, 37]",32,114,1.712148245
29,32,33.21875,1,"[34, 31, 35, 33, 31, 33, 32, 35, 35, 34, 35, 34, 34, 35, 33, 35, 36, 32, 31, 32, 32, 31, 31, 33, 32, 31, 38, 33, 34, 33, 33, 32]",32,115,1.71773247
33,36,36.94444444,1,"[38, 37, 39, 38, 37, 35, 35, 36, 38, 39, 35, 36, 38, 38, 38, 38, 37, 36, 39, 38, 37, 35, 38, 35, 38, 36, 38, 37, 35, 35, 35, 40, 38, 37, 35, 36]",36,116,1.452966315
35,39,39.8,1,"[41, 41, 39, 41, 44, 41, 40, 39, 39, 38, 43, 37, 42, 38, 38, 40, 39, 39, 40, 41, 41, 42, 38, 39, 41, 40, 40, 40, 42, 38, 38, 39, 38, 39, 38]",35,117,1.641376754
36,40,40.61111111,1,"[38, 43, 41, 39, 41, 42, 43, 41, 42, 40, 38, 41, 40, 39, 40, 41, 40, 38, 39, 38, 38, 41, 44, 41, 38, 40, 40, 42, 42, 41, 41, 45, 40, 42, 42, 41]",36,118,1.744833644
37,40,41.25,1,"[42, 42, 42, 39, 41, 40, 39, 45, 39, 40, 40, 39, 39, 45, 40, 41, 42, 43, 42, 40, 44, 39, 41, 40, 40, 39, 43, 43, 41, 42, 45, 43, 42, 41, 39, 43]",36,119,1.857417562
37,38,40.34375,1,"[38, 39, 40, 39, 38, 43, 45, 45, 40, 43, 40, 43, 39, 38, 41, 43, 38, 38, 42, 38, 40, 39, 42, 38, 40, 38, 41, 42, 38, 38, 42, 43]",32,120,2.223182476
30,33,34.91428571,1,"[36, 40, 36, 34, 34, 35, 35, 33, 35, 32, 37, 37, 38, 39, 39, 32, 34, 32, 37, 36, 33, 32, 36, 36, 34, 33, 34, 33, 35, 32, 32, 35, 32, 38, 36]",35,121,2.279982309
30,33,34.08823529,1,"[32, 36, 34, 33, 33, 34, 36, 34, 36, 34, 33, 36, 34, 34, 33, 36, 35, 33, 37, 32, 36, 33, 36, 32, 32, 33, 33, 33, 34, 36, 36, 32, 36, 32]",34,122,1.583391968
24,28,30.84848485,1,"[33, 30, 34, 26, 29, 28, 27, 29, 33, 37, 30, 27, 28, 30, 31, 32, 37, 28, 31, 38, 31, 29, 30, 28, 29, 34, 26, 32, 30, 36, 39, 30, 26]",33,123,3.545430264
29,32,34.5,1,"[35, 33, 38, 32, 35, 31, 31, 36, 32, 32, 31, 35, 36, 40, 38, 36, 35, 38, 33, 32, 36, 37, 35, 31, 33, 35, 37, 33, 39, 32, 34, 37, 33, 32]",34,124,2.549509757
30,34,35.60606061,1,"[37, 32, 35, 37, 37, 38, 32, 34, 35, 32, 33, 34, 40, 36, 36, 35, 35, 33, 38, 37, 35, 40, 43, 35, 35, 37, 32, 33, 38, 38, 34, 35, 34]",33,125,2.573171607
26,30,31.05882353,1,"[28, 29, 31, 30, 31, 34, 29, 30, 30, 32, 31, 28, 28, 30, 34, 31, 32, 34, 31, 31, 32, 30, 28, 28, 34, 32, 28, 31, 31, 37, 36, 32, 30, 33]",34,126,2.295465576
33,35,36.4375,1,"[37, 37, 37, 35, 35, 35, 37, 35, 38, 36, 37, 38, 38, 38, 36, 36, 38, 38, 36, 38, 35, 35, 35, 35, 35, 35, 36, 37, 38, 37, 35, 38]",32,127,1.24272074
29,33,34.70588235,1,"[40, 31, 34, 36, 35, 36, 37, 31, 37, 35, 32, 36, 34, 37, 33, 35, 36, 36, 35, 36, 32, 32, 35, 35, 31, 38, 32, 36, 36, 36, 36, 34, 34, 31]",34,128,2.209201306
29,33,34.21875,1,"[32, 31, 34, 36, 37, 35, 35, 32, 34, 33, 35, 33, 33, 32, 34, 33, 36, 38, 40, 31, 34, 31, 35, 36, 37, 36, 32, 33, 33, 35, 34, 35]",32,129,2.121082727
27,29,31.15625,1,"[35, 30, 32, 33, 30, 30, 29, 32, 33, 32, 32, 29, 32, 32, 34, 29, 36, 32, 29, 29, 29, 29, 31, 29, 31, 32, 31, 30, 29, 32, 35, 29]",32,130,2.017813812
31,34,35.66666667,1,"[36, 34, 35, 39, 34, 33, 36, 35, 37, 38, 33, 37, 38, 35, 41, 36, 33, 37, 33, 38, 36, 33, 36, 33, 37, 33, 37, 37, 33, 36, 34, 36, 38, 34, 35, 38]",36,131,2.056349053
32,35,36.14285714,1,"[36, 35, 34, 38, 37, 37, 37, 36, 38, 34, 37, 36, 36, 34, 36, 37, 37, 37, 38, 37, 37, 37, 35, 36, 36, 36, 35, 35, 38, 36, 37, 35, 35, 36, 34]",35,132,1.191708046
33,36,37.41666667,1,"[38, 39, 39, 37, 36, 39, 39, 36, 38, 39, 38, 39, 38, 38, 41, 35, 35, 35, 36, 35, 37, 36, 39, 36, 35, 38, 38, 37, 36, 40, 36, 39, 38, 39, 37, 36]",36,133,1.61023512
35,38,39.41666667,1,"[40, 41, 40, 39, 38, 39, 38, 40, 37, 38, 39, 39, 39, 39, 39, 40, 42, 40, 40, 40, 43, 41, 40, 38, 39, 38, 38, 41, 37, 38, 42, 39, 38, 40, 40, 40]",36,134,1.380993431
32,36,37.125,1,"[36, 36, 40, 35, 34, 39, 40, 37, 38, 34, 39, 35, 40, 38, 35, 37, 37, 37, 37, 37, 37, 37, 39, 37, 37, 34, 40, 40, 37, 36, 36, 37]",32,135,1.809473279
29,32,34.34285714,1,"[36, 32, 38, 34, 35, 34, 34, 35, 35, 31, 42, 34, 34, 38, 38, 36, 31, 31, 35, 40, 33, 32, 39, 33, 31, 31, 32, 34, 35, 31, 32, 36, 35, 34, 31]",35,136,2.806954149
32,35,36.61764706,1,"[34, 37, 37, 36, 37, 37, 40, 34, 42, 39, 34, 36, 36, 37, 37, 37, 39, 35, 36, 34, 40, 36, 38, 35, 36, 41, 35, 36, 36, 36, 36, 37, 35, 34]",34,137,2.015315689
32,34,37.15151515,1,"[37, 34, 38, 37, 41, 37, 34, 36, 37, 41, 37, 34, 34, 37, 40, 39, 36, 39, 38, 39, 37, 36, 42, 34, 34, 38, 34, 34, 36, 43, 44, 35, 34]",33,138,2.818701076
29,33,34.38235294,1,"[34, 36, 38, 33, 31, 33, 33, 34, 33, 32, 36, 34, 35, 35, 39, 35, 34, 39, 31, 37, 33, 34, 32, 33, 34, 33, 37, 35, 40, 32, 33, 35, 33, 33]",34,139,2.256501796
30,35,35.57575758,1,"[33, 32, 38, 35, 35, 37, 37, 32, 33, 34, 33, 37, 35, 35, 38, 35, 36, 33, 36, 35, 36, 38, 37, 36, 35, 40, 32, 39, 35, 38, 37, 35, 37]",33,140,2.077111923
30,33,35.17647059,1,"[32, 39, 37, 36, 36, 33, 35, 32, 33, 32, 33, 32, 32, 35, 32, 39, 38, 36, 36, 38, 39, 34, 34, 36, 35, 32, 37, 33, 35, 41, 36, 36, 36, 36]",34,141,2.455304563
30,34,35.58823529,1,"[34, 32, 37, 41, 32, 36, 38, 32, 36, 35, 39, 38, 37, 32, 33, 39, 34, 36, 35, 39, 32, 32, 34, 36, 34, 35, 36, 40, 35, 38, 33, 35, 37, 38]",34,142,2.559801686
30,34,35.45454545,1,"[34, 33, 34, 34, 36, 36, 39, 32, 35, 37, 34, 39, 36, 36, 35, 36, 35, 35, 36, 34, 34, 33, 34, 37, 34, 36, 32, 40, 35, 41, 36, 35, 37]",33,143,2.09300784
31,33,34.51612903,1,"[36, 34, 36, 36, 34, 34, 33, 34, 37, 33, 35, 35, 36, 33, 35, 33, 37, 33, 37, 33, 34, 33, 34, 33, 35, 33, 35, 36, 33, 33, 37]",31,144,1.457645767
31,33,34.78125,0,"[36, 33, 37, 34, 33, 34, 33, 34, 36, 33, 35, 33, 33, 35, 37, 33, 40, 35, 33, 33, 33, 33, 33, 33, 37, 41, 35, 34, 34, 38, 37, 35]",32,145,2.151284313
31,34,35.36111111,1,"[36, 36, 33, 38, 37, 33, 35, 36, 35, 36, 34, 35, 35, 38, 37, 37, 36, 34, 33, 37, 37, 33, 35, 33, 36, 33, 35, 36, 33, 33, 35, 38, 35, 36, 36, 38]",36,146,1.6414763
31,35,35.91666667,1,"[38, 37, 36, 40, 38, 38, 38, 37, 36, 38, 35, 37, 36, 36, 33, 33, 36, 36, 35, 36, 36, 37, 38, 33, 37, 34, 33, 36, 36, 40, 35, 33, 35, 33, 35, 33]",36,147,1.947525903
31,35,35.75,1,"[36, 34, 37, 33, 33, 40, 36, 38, 36, 34, 36, 36, 37, 37, 37, 35, 33, 36, 36, 34, 36, 35, 36, 36, 34, 36, 36, 37, 36, 38, 33, 36, 36, 40, 33, 35]",36,148,1.74642492
30,33,34.80555556,1,"[32, 37, 34, 36, 37, 33, 34, 39, 35, 36, 34, 32, 36, 36, 33, 35, 37, 36, 33, 34, 35, 35, 35, 33, 36, 33, 34, 36, 34, 36, 37, 33, 36, 36, 32, 33]",36,149,1.704103358
35,39,40.375,1,"[38, 40, 43, 39, 39, 41, 40, 45, 38, 41, 41, 41, 37, 44, 41, 41, 37, 41, 39, 43, 41, 41, 41, 44, 41, 37, 40, 38, 43, 38, 42, 37]",32,150,2.196037487
35,38,39.71428571,1,"[41, 44, 43, 39, 38, 40, 38, 39, 38, 38, 44, 42, 40, 41, 42, 37, 41, 37, 40, 40, 39, 37, 41, 38, 40, 39, 41, 42, 41, 37, 40, 38, 39, 38, 38]",35,151,1.948927738
34,37,38.35294118,1,"[37, 38, 39, 36, 39, 40, 39, 36, 43, 40, 40, 37, 36, 38, 39, 39, 38, 36, 39, 36, 39, 39, 41, 36, 40, 37, 38, 38, 39, 40, 37, 39, 40, 36]",34,152,1.703514245
29,33,33.6969697,1,"[34, 33, 35, 31, 34, 33, 33, 34, 33, 33, 33, 33, 33, 33, 33, 37, 32, 36, 31, 35, 32, 32, 33, 31, 31, 35, 37, 35, 34, 37, 39, 35, 32]",33,153,1.944300139
30,33,34.88235294,0,"[32, 33, 37, 32, 33, 32, 35, 33, 36, 34, 42, 34, 40, 37, 42, 36, 32, 38, 33, 35, 34, 35, 32, 32, 34, 36, 37, 35, 37, 34, 34, 34, 32, 34]",34,154,2.682882957
31,33,34.60606061,1,"[35, 33, 34, 35, 35, 38, 33, 35, 33, 34, 33, 35, 36, 33, 33, 37, 33, 33, 36, 37, 35, 36, 38, 34, 35, 35, 34, 33, 35, 36, 33, 33, 34]",33,155,1.519444675
32,34,36.26470588,1,"[34, 38, 37, 37, 36, 38, 34, 35, 35, 34, 34, 34, 36, 39, 36, 37, 37, 37, 38, 34, 39, 39, 34, 34, 34, 34, 36, 36, 38, 38, 37, 38, 36, 40]",34,156,1.847337536
31,33,34.29411765,1,"[33, 33, 37, 34, 34, 33, 35, 33, 36, 36, 33, 36, 33, 33, 34, 33, 34, 34, 35, 34, 33, 33, 33, 38, 34, 33, 34, 37, 34, 33, 36, 36, 33, 36]",34,157,1.467411899
29,32,33.58823529,1,"[31, 32, 38, 36, 35, 36, 34, 31, 37, 31, 32, 36, 33, 32, 34, 31, 34, 36, 33, 32, 31, 32, 32, 35, 32, 34, 31, 38, 34, 35, 31, 35, 32, 36]",34,158,2.175868298
30,34,35.6875,1,"[33, 35, 40, 39, 39, 35, 38, 36, 37, 33, 33, 37, 36, 32, 32, 39, 39, 37, 36, 34, 37, 34, 36, 35, 37, 32, 33, 37, 33, 35, 35, 38]",32,159,2.33400528
33,36,36.96875,1,"[37, 36, 38, 38, 35, 36, 37, 35, 37, 35, 38, 38, 39, 40, 38, 36, 40, 37, 35, 35, 38, 35, 35, 36, 37, 37, 37, 37, 37, 39, 37, 38]",32,160,1.447676113
30,33,35.11111111,1,"[37, 34, 38, 37, 33, 32, 32, 36, 32, 37, 32, 35, 36, 33, 39, 36, 39, 35, 36, 36, 36, 34, 33, 37, 32, 33, 37, 35, 32, 32, 34, 41, 37, 33, 34, 39]",36,161,2.446896317
34,37,37.94285714,1,"[40, 39, 36, 37, 42, 36, 38, 37, 37, 38, 39, 38, 39, 38, 36, 40, 36, 38, 39, 37, 38, 39, 36, 39, 38, 39, 37, 38, 38, 39, 36, 39, 37, 39, 36]",35,162,1.413024648
32,36,37.02777778,1,"[36, 34, 37, 38, 35, 34, 41, 37, 37, 35, 37, 37, 37, 35, 37, 37, 40, 38, 34, 36, 38, 38, 39, 35, 35, 36, 38, 37, 36, 40, 38, 39, 37, 42, 36, 37]",36,163,1.889612373
37,40,41.11111111,1,"[40, 42, 40, 39, 42, 39, 41, 44, 41, 41, 42, 42, 39, 42, 42, 42, 42, 40, 39, 42, 44, 41, 41, 41, 41, 39, 41, 40, 41, 40, 44, 41, 43, 41, 42, 39]",36,164,1.409716847
33,36,37.54285714,1,"[41, 39, 38, 35, 37, 37, 37, 36, 37, 36, 39, 40, 38, 43, 42, 35, 36, 35, 41, 41, 38, 35, 41, 36, 35, 35, 37, 37, 38, 35, 37, 37, 35, 37, 38]",35,165,2.253661819
34,37,38.64705882,1,"[37, 39, 39, 36, 38, 39, 43, 38, 43, 41, 37, 38, 40, 39, 37, 39, 40, 36, 41, 36, 40, 37, 43, 36, 39, 39, 38, 36, 42, 37, 39, 36, 37, 39]",34,166,2.101692722
21,25,26.84848485,0,"[29, 27, 29, 25, 26, 27, 24, 26, 26, 26, 24, 27, 27, 27, 24, 35, 25, 25, 27, 30, 28, 25, 27, 23, 24, 31, 23, 25, 28, 27, 34, 29, 26]",33,167,2.762711667
28,32,33.52941176,1,"[34, 32, 36, 33, 32, 32, 30, 34, 30, 32, 34, 34, 35, 34, 37, 36, 33, 39, 33, 30, 33, 32, 36, 32, 34, 35, 34, 32, 34, 36, 36, 32, 34, 30]",34,168,2.12111026
35,38,39.66666667,1,"[40, 37, 38, 40, 40, 42, 39, 41, 37, 39, 37, 38, 42, 40, 38, 42, 37, 38, 42, 40, 41, 38, 45, 40, 41, 44, 37, 37, 38, 45, 37, 39, 40]",33,169,2.313907229
32,34,35.76470588,1,"[35, 34, 34, 37, 34, 37, 35, 34, 34, 34, 34, 34, 39, 38, 34, 38, 37, 35, 36, 36, 36, 35, 34, 34, 36, 36, 36, 36, 35, 40, 39, 37, 35, 38]",34,170,1.724314946
31,34,35.70588235,1,"[36, 34, 37, 34, 33, 34, 37, 36, 36, 35, 35, 39, 36, 34, 33, 35, 36, 35, 36, 37, 34, 36, 35, 38, 33, 40, 33, 41, 35, 37, 33, 38, 36, 37]",34,171,1.99285712
30,34,36.11764706,1,"[39, 33, 35, 36, 34, 36, 35, 32, 41, 38, 35, 38, 39, 37, 33, 35, 36, 34, 38, 35, 34, 33, 36, 35, 33, 39, 34, 42, 37, 39, 38, 37, 38, 34]",34,172,2.44657715
30,33,35.40625,1,"[35, 32, 35, 36, 38, 35, 36, 35, 39, 34, 35, 35, 37, 33, 33, 36, 36, 32, 33, 33, 35, 33, 41, 37, 36, 32, 38, 37, 32, 36, 37, 41]",32,173,2.407774705
33,35,35.9375,1,"[36, 36, 35, 36, 35, 35, 37, 35, 36, 36, 38, 35, 36, 38, 37, 35, 36, 36, 35, 35, 35, 35, 35, 36, 35, 37, 36, 36, 36, 36, 38, 37]",32,174,0.948258165
35,38,39.36111111,1,"[39, 40, 40, 42, 41, 37, 39, 40, 39, 39, 38, 41, 42, 40, 41, 41, 38, 39, 40, 39, 37, 39, 39, 37, 38, 39, 40, 37, 37, 39, 38, 43, 41, 38, 38, 42]",36,175,1.60628725
35,38,39.27777778,1,"[40, 42, 38, 41, 41, 41, 41, 41, 38, 38, 38, 42, 38, 40, 38, 39, 39, 38, 39, 37, 39, 40, 40, 37, 39, 39, 38, 40, 41, 39, 38, 38, 41, 38, 40, 38]",36,176,1.406334874
30,34,35.58333333,1,"[32, 36, 38, 35, 33, 38, 39, 35, 38, 34, 32, 37, 35, 35, 38, 35, 36, 32, 32, 34, 34, 34, 38, 36, 36, 35, 34, 35, 38, 39, 34, 36, 38, 39, 35, 36]",36,177,2.102719328
33,36,37.25,1,"[38, 40, 38, 35, 36, 37, 37, 40, 35, 38, 37, 36, 37, 40, 35, 38, 39, 35, 35, 37, 41, 37, 39, 35, 37, 35, 38, 36, 38, 38, 38, 36, 39, 38, 36, 37]",36,178,1.645339739
29,32,33.57142857,1,"[33, 35, 35, 33, 31, 32, 33, 31, 32, 31, 38, 34, 33, 38, 36, 31, 33, 31, 36, 38, 31, 31, 36, 35, 33, 32, 33, 36, 36, 31, 32, 35, 35, 34, 31]",35,179,2.239822922
31,35,36.11764706,1,"[33, 40, 35, 35, 37, 35, 39, 37, 39, 38, 36, 33, 37, 37, 34, 37, 38, 34, 38, 33, 40, 38, 39, 35, 33, 36, 35, 34, 36, 37, 33, 35, 36, 36]",34,180,2.085515791
30,33,35.03030303,1,"[34, 36, 38, 34, 35, 33, 34, 34, 34, 36, 33, 33, 33, 33, 34, 36, 35, 38, 39, 39, 34, 36, 33, 33, 32, 33, 34, 41, 35, 37, 39, 36, 32]",33,181,2.297890996
28,32,33.32352941,1,"[36, 33, 36, 32, 32, 31, 31, 34, 33, 32, 34, 35, 38, 33, 34, 33, 33, 36, 33, 32, 33, 34, 30, 34, 33, 30, 33, 36, 38, 31, 32, 37, 31, 30]",34,182,2.170331468
31,33,35.54545455,1,"[33, 33, 33, 37, 38, 43, 35, 34, 33, 36, 33, 34, 37, 35, 38, 37, 33, 33, 34, 38, 35, 37, 40, 35, 38, 38, 34, 34, 33, 40, 33, 35, 34]",33,183,2.55062381
31,33,35.26470588,1,"[33, 34, 37, 38, 35, 37, 34, 34, 33, 33, 33, 33, 33, 38, 33, 38, 38, 35, 34, 36, 38, 34, 33, 35, 37, 36, 33, 35, 34, 40, 37, 38, 35, 35]",34,184,2.034681474
33,35,37.11764706,1,"[39, 35, 38, 35, 35, 35, 37, 35, 38, 35, 38, 38, 38, 35, 35, 38, 39, 38, 37, 39, 37, 38, 37, 40, 36, 37, 37, 39, 36, 39, 39, 36, 35, 39]",34,185,1.590972751
31,34,35.76470588,1,"[38, 34, 37, 37, 36, 37, 35, 33, 36, 36, 35, 39, 37, 36, 34, 34, 37, 34, 35, 34, 33, 33, 33, 36, 35, 40, 33, 38, 36, 40, 35, 36, 35, 39]",34,186,2.000891067
31,35,36.53125,1,"[33, 37, 37, 39, 37, 36, 36, 42, 42, 33, 34, 34, 36, 35, 36, 34, 37, 33, 38, 36, 36, 37, 38, 37, 40, 34, 37, 40, 33, 36, 35, 41]",32,187,2.527071172
30,33,34.96875,1,"[37, 34, 36, 37, 32, 34, 33, 37, 35, 36, 36, 33, 33, 34, 37, 36, 38, 35, 32, 33, 32, 32, 35, 33, 35, 37, 35, 35, 35, 36, 38, 38]",32,188,1.89199289
31,35,35.94444444,1,"[37, 37, 33, 39, 33, 33, 35, 35, 37, 36, 35, 36, 37, 37, 38, 40, 35, 37, 33, 37, 38, 34, 37, 33, 35, 36, 37, 35, 33, 36, 35, 40, 39, 35, 36, 35]",36,189,1.955862169
34,37,38.16666667,1,"[42, 37, 37, 39, 40, 39, 37, 38, 36, 36, 39, 42, 36, 40, 36, 37, 40, 39, 39, 36, 38, 40, 37, 37, 37, 39, 37, 39, 38, 40, 37, 39, 37, 36, 39, 39]",36,190,1.647508942
31,34,35.47222222,1,"[34, 33, 37, 33, 36, 38, 36, 37, 37, 34, 36, 36, 37, 36, 37, 35, 33, 37, 33, 33, 35, 34, 38, 34, 34, 33, 37, 35, 37, 37, 33, 39, 35, 37, 35, 36]",36,191,1.731821685
33,36,37.17142857,1,"[37, 37, 35, 37, 39, 37, 35, 36, 38, 38, 35, 35, 39, 36, 39, 40, 36, 36, 36, 40, 38, 38, 36, 38, 35, 38, 35, 37, 38, 42, 37, 39, 38, 35, 36]",35,192,1.723295651
35,38,38.73529412,1,"[39, 41, 40, 38, 39, 38, 38, 37, 38, 38, 40, 41, 39, 40, 40, 37, 37, 39, 40, 39, 37, 39, 39, 40, 39, 39, 40, 39, 37, 38, 38, 37, 38, 39]",34,193,1.16277681
31,34,35.29411765,1,"[33, 38, 34, 36, 36, 34, 38, 36, 39, 35, 38, 33, 34, 35, 35, 36, 36, 34, 36, 33, 39, 35, 34, 34, 36, 35, 33, 35, 33, 36, 36, 33, 36, 36]",34,194,1.714985851
30,33,34.46875,1,"[33, 34, 36, 34, 36, 36, 33, 34, 33, 37, 34, 34, 33, 33, 32, 35, 33, 37, 35, 39, 32, 37, 34, 32, 33, 36, 32, 36, 35, 37, 36, 32]",32,195,1.866242991
28,32,33.15151515,1,"[31, 31, 33, 32, 33, 34, 36, 34, 33, 33, 34, 34, 34, 33, 37, 32, 36, 34, 32, 33, 31, 33, 33, 34, 34, 37, 30, 34, 31, 33, 34, 30, 31]",33,196,1.769908404
32,36,36.60606061,1,"[36, 34, 38, 37, 37, 38, 37, 36, 34, 35, 34, 38, 37, 36, 40, 36, 36, 35, 37, 39, 38, 39, 37, 38, 36, 37, 34, 35, 37, 40, 34, 36, 37]",33,197,1.675921275
29,32,33.79411765,1,"[32, 35, 35, 35, 34, 34, 34, 33, 32, 33, 35, 32, 33, 34, 31, 34, 35, 32, 35, 35, 37, 34, 33, 35, 31, 31, 32, 33, 34, 39, 37, 36, 31, 33]",34,198,1.871305034
30,34,35.14705882,1,"[39, 34, 35, 37, 35, 33, 35, 32, 37, 34, 35, 34, 34, 35, 34, 34, 37, 35, 34, 35, 32, 36, 34, 38, 34, 36, 34, 40, 35, 36, 38, 35, 33, 36]",34,199,1.827937287
34,36,38.20588235,1,"[41, 37, 37, 38, 36, 42, 39, 36, 37, 39, 40, 43, 38, 36, 36, 39, 38, 39, 38, 40, 39, 37, 38, 40, 36, 36, 36, 41, 38, 40, 36, 37, 36, 40]",34,200,1.93499529
32,35,36.4375,0,"[34, 34, 35, 37, 38, 36, 36, 36, 37, 36, 37, 37, 37, 36, 34, 35, 37, 36, 37, 34, 37, 34, 36, 34, 42, 42, 34, 37, 36, 36, 39, 40]",32,201,2.078111736
31,33,35.09375,1,"[34, 33, 37, 38, 33, 34, 35, 37, 35, 35, 37, 36, 33, 36, 36, 36, 36, 35, 33, 33, 38, 33, 33, 33, 35, 38, 35, 33, 33, 36, 37, 37]",32,202,1.747982708
33,36,36.72222222,1,"[37, 37, 37, 37, 38, 35, 36, 36, 38, 37, 36, 36, 37, 37, 39, 38, 38, 37, 35, 38, 35, 35, 38, 35, 38, 35, 37, 38, 35, 35, 36, 40, 37, 36, 35, 38]",36,203,1.32257565
36,40,41.05555556,1,"[40, 42, 40, 45, 45, 42, 40, 42, 38, 41, 40, 45, 41, 43, 40, 39, 43, 39, 41, 41, 42, 40, 43, 39, 41, 40, 38, 41, 41, 43, 42, 41, 41, 39, 40, 40]",36,204,1.787966833
35,38,39.30555556,1,"[38, 40, 42, 37, 38, 40, 40, 40, 38, 40, 38, 39, 40, 43, 39, 42, 38, 41, 37, 37, 38, 39, 41, 37, 39, 38, 39, 40, 41, 41, 38, 40, 38, 40, 40, 39]",36,205,1.527265426
36,39,40.11111111,1,"[40, 41, 41, 40, 39, 38, 39, 42, 40, 40, 39, 38, 39, 43, 38, 43, 40, 39, 40, 40, 44, 43, 42, 38, 40, 39, 40, 39, 40, 41, 40, 39, 38, 40, 40, 42]",36,206,1.56347192
34,36,38.11764706,1,"[39, 39, 39, 38, 36, 39, 38, 36, 38, 39, 38, 39, 42, 39, 36, 36, 36, 39, 39, 39, 36, 39, 37, 39, 36, 36, 39, 42, 36, 36, 41, 39, 39, 37]",34,207,1.719138366
35,39,39.82352941,1,"[37, 41, 42, 38, 40, 39, 42, 38, 43, 38, 41, 40, 39, 41, 42, 40, 41, 38, 42, 37, 42, 39, 41, 39, 39, 41, 39, 38, 40, 40, 40, 39, 39, 39]",34,208,1.566129919
30,35,36,1,"[35, 33, 38, 36, 39, 36, 36, 33, 38, 41, 36, 40, 35, 34, 35, 39, 36, 37, 36, 37, 35, 35, 34, 35, 32, 36, 32, 41, 37, 39, 34, 32]",32,209,2.46262383
28,32,34.29411765,1,"[32, 34, 40, 32, 34, 33, 31, 33, 34, 32, 39, 35, 37, 33, 35, 36, 30, 37, 32, 32, 37, 31, 33, 33, 38, 33, 34, 36, 36, 36, 38, 36, 32, 32]",34,210,2.504897164
28,32,33.81818182,1,"[32, 30, 33, 33, 35, 37, 36, 31, 30, 32, 33, 33, 36, 32, 36, 35, 32, 31, 36, 36, 36, 40, 39, 33, 34, 32, 34, 32, 35, 36, 32, 31, 33]",33,211,2.455281876
28,32,34.11764706,1,"[31, 31, 32, 36, 34, 33, 31, 33, 31, 33, 35, 32, 37, 37, 30, 30, 36, 39, 37, 33, 35, 34, 32, 33, 33, 34, 36, 36, 35, 42, 37, 33, 33, 36]",34,212,2.67156413
32,35,36.23529412,1,"[40, 36, 35, 36, 37, 35, 34, 34, 37, 37, 36, 38, 37, 37, 37, 35, 38, 37, 37, 36, 34, 36, 34, 35, 35, 37, 34, 40, 36, 37, 35, 35, 34, 41]",34,213,1.776254546
32,35,36.24242424,1,"[36, 36, 37, 37, 35, 35, 38, 37, 37, 37, 35, 38, 37, 35, 35, 35, 35, 37, 37, 38, 35, 35, 35, 35, 37, 37, 35, 36, 37, 38, 35, 37, 37]",33,214,1.118880664
30,35,36.125,1,"[34, 36, 37, 38, 39, 35, 34, 37, 37, 34, 38, 36, 36, 33, 32, 36, 34, 36, 41, 36, 38, 33, 36, 36, 38, 36, 38, 38, 34, 36, 37, 37]",32,215,1.946875081
32,35,36.4375,1,"[36, 35, 39, 37, 34, 35, 34, 37, 37, 37, 37, 36, 35, 38, 37, 34, 40, 37, 34, 35, 37, 37, 36, 35, 38, 37, 36, 36, 36, 37, 38, 39]",32,216,1.522678031
35,39,39.5,1,"[41, 39, 40, 41, 39, 37, 39, 39, 40, 39, 41, 39, 40, 40, 41, 39, 38, 40, 43, 40, 40, 37, 38, 41, 39, 41, 40, 39, 37, 37, 39, 42, 40, 38, 39, 40]",36,217,1.4040757
33,36,37.16666667,1,"[38, 37, 35, 38, 38, 36, 37, 38, 36, 36, 37, 39, 36, 39, 36, 35, 38, 36, 36, 35, 39, 38, 41, 36, 38, 38, 37, 35, 38, 40, 37, 37, 38, 36, 38, 36]",36,218,1.444200224
31,34,35.47222222,1,"[35, 36, 34, 33, 35, 40, 37, 38, 37, 33, 34, 36, 36, 34, 37, 37, 33, 33, 33, 34, 35, 34, 37, 33, 36, 35, 36, 36, 34, 41, 34, 38, 36, 37, 36, 34]",36,219,1.963758948
34,37,38.58333333,1,"[37, 42, 39, 37, 40, 38, 36, 43, 36, 38, 38, 37, 37, 39, 37, 41, 42, 40, 36, 38, 40, 41, 38, 39, 38, 37, 39, 39, 38, 39, 38, 38, 40, 38, 37, 39]",36,220,1.729987614
