anchor,jnd,mean,normality,samples,samples_no,sequence_index,standard_deviation
30,33,35.14705882,1,"[38, 33, 37, 35, 33, 35, 33, 35, 32, 32, 35, 36, 34, 37, 33, 32, 41, 39, 33, 36, 38, 33, 34, 33, 37, 34, 38, 39, 36, 37, 35, 32, 33, 37]",34,113,2.388512317
22,30,30.84375,1,"[33, 27, 28, 29, 31, 31, 33, 37, 30, 30, 32, 30, 31, 32, 34, 28, 25, 33, 33, 26, 31, 30, 28, 32, 31, 25, 30, 35, 31, 36, 34, 31]",32,114,2.908379163
26,29,30.40625,1,"[29, 32, 27, 31, 30, 29, 30, 37, 32, 29, 35, 29, 30, 27, 27, 32, 29, 31, 33, 30, 28, 31, 29, 33, 28, 27, 31, 30, 31, 30, 32, 34]",32,115,2.367241146
29,33,34.33333333,1,"[33, 34, 32, 34, 36, 38, 34, 32, 33, 35, 32, 32, 32, 37, 33, 35, 36, 33, 37, 38, 32, 35, 37, 32, 34, 34, 36, 35, 33, 32, 34, 34, 34, 38, 35, 35]",36,116,1.897366596
29,35,35.75757576,1,"[36, 35, 36, 36, 36, 33, 34, 34, 36, 37, 34, 34, 36, 40, 34, 39, 35, 33, 34, 40, 36, 37, 35, 35, 38, 35, 35, 35, 36, 36, 36, 35, 39]",33,117,1.803300846
31,36,38.02777778,1,"[40, 39, 36, 35, 43, 35, 38, 40, 38, 36, 38, 42, 37, 38, 37, 33, 34, 33, 36, 35, 43, 40, 41, 41, 37, 38, 41, 34, 42, 36, 40, 41, 34, 38, 38, 42]",36,118,2.903063516
31,37,37.64705882,1,"[38, 38, 40, 38, 42, 39, 33, 37, 37, 34, 39, 38, 41, 37, 43, 35, 41, 37, 37, 38, 38, 38, 41, 35, 38, 37, 37, 38, 36, 33, 37, 33, 36, 41]",34,119,2.484891961
33,37,39.29032258,1,"[38, 38, 35, 44, 36, 38, 45, 41, 35, 40, 36, 36, 43, 43, 38, 38, 42, 41, 43, 38, 42, 36, 36, 46, 40, 37, 44, 37, 39, 37, 36]",31,120,3.226903039
25,30,31.67647059,1,"[30, 37, 31, 30, 38, 31, 33, 26, 33, 30, 28, 37, 31, 33, 26, 33, 34, 26, 30, 27, 36, 35, 29, 28, 30, 37, 31, 34, 32, 30, 35, 34, 27, 35]",34,121,3.452891526
25,30,31.17647059,1,"[33, 33, 35, 28, 29, 30, 28, 29, 31, 30, 33, 32, 30, 27, 32, 31, 29, 33, 30, 33, 27, 37, 30, 30, 35, 30, 29, 33, 33, 32, 33, 30, 35, 30]",34,122,2.417995516
18,24,27.94117647,1,"[35, 28, 28, 29, 20, 31, 23, 29, 33, 23, 29, 30, 24, 28, 39, 30, 28, 33, 26, 33, 28, 23, 22, 28, 24, 24, 26, 26, 25, 20, 27, 32, 31, 35]",34,123,4.430891397
23,29,30.5862069,1,"[35, 32, 25, 38, 25, 29, 33, 34, 31, 34, 29, 31, 34, 38, 30, 28, 33, 26, 30, 29, 29, 29, 30, 31, 25, 32, 30, 28, 29]",29,124,3.407106453
24,30,32.06060606,1,"[33, 30, 33, 38, 30, 26, 34, 26, 36, 33, 34, 30, 30, 31, 31, 36, 36, 32, 34, 30, 36, 34, 33, 32, 29, 30, 29, 35, 34, 31, 31, 33, 28]",33,125,2.893304706
21,26,28.81818182,0,"[30, 25, 32, 26, 24, 27, 29, 36, 25, 32, 26, 39, 29, 35, 24, 27, 31, 33, 26, 28, 29, 26, 30, 28, 35, 28, 27, 27, 26, 28, 28, 28, 27]",33,126,3.592131553
28,33,34.08823529,1,"[33, 33, 34, 34, 37, 31, 32, 34, 33, 33, 33, 30, 33, 33, 34, 33, 33, 41, 39, 32, 36, 34, 34, 34, 33, 36, 31, 35, 38, 38, 30, 36, 38, 31]",34,127,2.586300119
24,29,30.76470588,1,"[33, 32, 33, 35, 27, 30, 32, 33, 26, 28, 30, 31, 30, 32, 30, 27, 31, 34, 33, 35, 30, 29, 33, 26, 32, 29, 30, 34, 31, 31, 34, 26, 27, 32]",34,128,2.629193027
23,29,31.53125,1,"[32, 25, 33, 30, 33, 32, 29, 35, 33, 29, 33, 29, 29, 33, 39, 34, 30, 28, 29, 27, 32, 32, 28, 34, 31, 28, 27, 34, 34, 40, 34, 33]",32,129,3.321332564
24,27,28.19354839,1,"[26, 29, 26, 31, 26, 27, 28, 27, 32, 29, 28, 27, 26, 27, 28, 33, 29, 29, 29, 29, 25, 29, 31, 27, 27, 28, 28, 26, 28, 27, 32]",31,130,1.973480088
27,31,32.88888889,1,"[34, 32, 32, 34, 33, 31, 33, 30, 29, 34, 34, 33, 32, 39, 30, 32, 33, 32, 32, 36, 33, 37, 30, 33, 31, 33, 34, 31, 34, 31, 31, 35, 34, 37, 29, 36]",36,131,2.277564837
27,32,33.84848485,1,"[31, 34, 34, 34, 36, 32, 30, 34, 32, 35, 36, 35, 31, 38, 30, 36, 34, 31, 36, 34, 35, 35, 31, 35, 35, 32, 34, 34, 35, 34, 35, 34, 35]",33,132,1.938446738
28,33,34.86111111,1,"[34, 34, 34, 39, 36, 41, 39, 33, 34, 32, 35, 35, 38, 31, 33, 30, 33, 34, 36, 33, 42, 39, 32, 33, 34, 35, 37, 36, 33, 31, 35, 36, 33, 36, 35, 34]",36,133,2.727141651
31,35,36.5,1,"[36, 37, 37, 35, 40, 38, 35, 35, 35, 33, 38, 35, 40, 35, 38, 37, 40, 35, 36, 37, 33, 37, 38, 36, 37, 38, 35, 38, 35, 34, 35, 34, 41, 38]",34,134,2.018850558
27,32,34.93548387,1,"[31, 29, 29, 39, 29, 32, 43, 36, 35, 34, 38, 35, 35, 36, 32, 41, 32, 34, 34, 32, 42, 33, 32, 40, 34, 37, 37, 37, 40, 32, 33]",31,135,3.776554725
24,29,31.35294118,1,"[31, 36, 37, 30, 37, 37, 29, 33, 32, 29, 31, 37, 28, 33, 26, 36, 32, 27, 29, 30, 32, 33, 26, 30, 28, 30, 30, 30, 31, 31, 34, 31, 27, 33]",34,136,3.189778685
28,32,34.17647059,1,"[33, 40, 40, 33, 30, 33, 31, 30, 35, 32, 32, 39, 33, 30, 32, 33, 30, 39, 35, 33, 30, 40, 34, 34, 36, 36, 36, 36, 36, 33, 38, 34, 35, 31]",34,137,3.079458711
27,32,34.55882353,1,"[41, 35, 32, 34, 29, 35, 36, 33, 37, 31, 33, 30, 34, 36, 40, 37, 37, 33, 38, 42, 36, 32, 37, 35, 31, 29, 32, 32, 36, 31, 33, 35, 38, 35]",34,138,3.211637706
24,29,31.23333333,1,"[27, 29, 26, 34, 26, 29, 30, 35, 31, 38, 29, 26, 34, 38, 33, 30, 42, 34, 29, 26, 30, 34, 36, 27, 35, 26, 31, 31, 31, 30]",30,139,4.116269933
26,30,32.24242424,1,"[32, 31, 30, 35, 30, 30, 33, 31, 37, 31, 36, 35, 30, 35, 28, 34, 30, 36, 31, 35, 29, 30, 33, 30, 28, 35, 32, 35, 35, 29, 34, 33, 31]",33,140,2.57427542
26,30,32.03030303,1,"[34, 32, 34, 28, 29, 37, 34, 37, 33, 31, 31, 33, 32, 36, 30, 28, 35, 35, 30, 31, 30, 30, 28, 37, 37, 32, 28, 28, 31, 35, 28, 30, 33]",33,141,2.994629031
25,30,32.73529412,1,"[30, 30, 28, 43, 38, 28, 29, 31, 35, 28, 32, 31, 34, 30, 37, 31, 36, 40, 40, 29, 31, 31, 34, 33, 30, 38, 30, 31, 33, 34, 33, 33, 35, 27]",34,142,3.871487253
24,30,31.47058824,1,"[32, 26, 35, 37, 29, 33, 34, 32, 28, 33, 31, 30, 32, 33, 28, 31, 37, 34, 26, 30, 33, 35, 32, 31, 32, 27, 31, 36, 32, 33, 33, 26, 28, 30]",34,143,2.987197877
27,31,32.8125,1,"[34, 35, 30, 32, 30, 32, 33, 34, 35, 31, 36, 31, 32, 32, 39, 32, 31, 33, 34, 29, 32, 34, 29, 33, 31, 29, 30, 35, 37, 38, 32, 35]",32,144,2.558193667
27,31,33.0625,1,"[33, 35, 30, 35, 31, 32, 32, 32, 32, 32, 38, 32, 31, 32, 36, 36, 30, 35, 36, 29, 35, 31, 38, 34, 31, 31, 34, 31, 33, 35, 31, 35]",32,145,2.354645374
26,31,32.52777778,1,"[34, 36, 34, 33, 31, 39, 34, 30, 29, 36, 31, 31, 28, 34, 32, 34, 34, 31, 31, 33, 34, 32, 31, 30, 28, 31, 36, 33, 29, 31, 35, 34, 34, 37, 28, 33]",36,146,2.634779591
26,31,32.78787879,1,"[31, 31, 30, 34, 36, 31, 31, 31, 32, 35, 36, 32, 31, 34, 34, 37, 33, 31, 36, 33, 34, 35, 32, 35, 34, 34, 30, 28, 32, 34, 33, 31, 31]",33,147,2.117746086
26,31,32.63888889,1,"[34, 32, 32, 31, 34, 36, 37, 30, 37, 29, 36, 32, 31, 28, 30, 28, 29, 29, 31, 34, 34, 31, 33, 34, 31, 31, 37, 35, 33, 32, 36, 36, 30, 38, 34, 30]",36,148,2.809705402
26,30,31.91176471,1,"[33, 30, 32, 30, 35, 34, 29, 30, 34, 28, 34, 32, 31, 33, 35, 31, 35, 30, 32, 31, 32, 31, 33, 35, 31, 36, 34, 34, 31, 28, 34, 28, 31, 28]",34,149,2.301088636
28,35,36.51612903,1,"[37, 33, 30, 33, 32, 36, 39, 36, 37, 35, 37, 37, 38, 38, 39, 39, 38, 36, 38, 36, 41, 32, 36, 43, 33, 31, 38, 43, 41, 35, 35]",31,150,3.23389309
30,35,36.88235294,1,"[37, 40, 38, 37, 43, 39, 36, 32, 38, 36, 33, 41, 39, 36, 35, 39, 38, 34, 35, 36, 44, 37, 36, 35, 38, 35, 33, 35, 34, 36, 40, 36, 35, 38]",34,151,2.705378547
31,34,36.61764706,1,"[40, 43, 42, 35, 33, 37, 36, 33, 36, 35, 36, 45, 34, 33, 36, 34, 33, 37, 34, 37, 33, 41, 34, 38, 42, 38, 34, 34, 38, 35, 39, 36, 39, 35]",34,152,3.191035795
25,29,30.79411765,1,"[37, 28, 31, 30, 27, 30, 29, 30, 33, 31, 29, 34, 34, 38, 30, 29, 30, 30, 30, 34, 33, 32, 33, 29, 28, 27, 28, 30, 27, 29, 33, 32, 35, 27]",34,153,2.826062812
26,30,31.96666667,1,"[31, 35, 28, 34, 28, 28, 32, 34, 31, 33, 30, 31, 32, 38, 34, 29, 37, 34, 29, 30, 36, 31, 30, 31, 33, 30, 34, 29, 33, 34]",30,154,2.684352273
27,31,32.28125,1,"[32, 35, 32, 35, 33, 29, 34, 30, 29, 31, 37, 33, 36, 32, 33, 31, 31, 33, 32, 33, 32, 31, 32, 35, 29, 32, 32, 39, 29, 29, 32, 30]",32,155,2.412793522
28,32,33.42424242,1,"[34, 32, 32, 31, 29, 39, 29, 37, 36, 35, 34, 29, 33, 40, 29, 33, 36, 33, 34, 33, 31, 32, 33, 34, 43, 32, 35, 29, 33, 36, 30, 35, 32]",33,156,3.259891707
27,31,31.82352941,1,"[31, 31, 31, 36, 37, 29, 31, 31, 31, 29, 32, 30, 30, 36, 33, 33, 32, 36, 35, 31, 30, 32, 31, 29, 32, 35, 33, 32, 31, 31, 29, 32, 31, 29]",34,157,2.208394292
25,29,30.15151515,1,"[28, 29, 31, 36, 30, 31, 31, 30, 27, 29, 28, 30, 30, 29, 29, 35, 33, 27, 31, 31, 29, 27, 30, 34, 29, 30, 29, 33, 31, 31, 27, 29, 31]",33,158,2.195467093
24,30,33.21875,1,"[30, 30, 34, 26, 33, 31, 32, 39, 36, 33, 34, 28, 29, 35, 39, 34, 31, 31, 38, 28, 35, 33, 30, 38, 34, 30, 26, 39, 38, 38, 36, 35]",32,159,3.82466001
28,33,34.375,1,"[37, 37, 32, 37, 33, 34, 34, 35, 34, 37, 39, 33, 35, 35, 37, 37, 33, 36, 37, 35, 33, 30, 33, 35, 30, 33, 33, 33, 33, 33, 32, 35]",32,160,2.151518593
26,30,31.91666667,1,"[28, 33, 31, 35, 30, 31, 31, 29, 29, 31, 31, 35, 30, 34, 29, 30, 35, 34, 32, 31, 30, 32, 31, 36, 29, 35, 36, 33, 34, 34, 29, 28, 30, 37, 32, 34]",36,161,2.5
27,34,35.15151515,1,"[35, 36, 36, 36, 38, 35, 33, 32, 38, 36, 34, 37, 35, 37, 34, 36, 35, 30, 35, 32, 37, 42, 32, 33, 36, 37, 34, 32, 33, 37, 36, 34, 37]",33,162,2.333468611
26,32,35,1,"[37, 39, 32, 37, 39, 37, 35, 29, 32, 34, 42, 32, 36, 32, 32, 36, 29, 30, 37, 34, 37, 38, 34, 34, 31, 34, 40, 36, 37, 32, 34, 40, 32, 39, 34, 37]",36,163,3.251373336
33,37,38.17647059,1,"[41, 38, 39, 38, 41, 39, 37, 37, 37, 36, 38, 36, 41, 41, 43, 38, 38, 39, 37, 36, 35, 35, 39, 35, 37, 39, 39, 39, 39, 35, 39, 35, 41, 41]",34,164,2.124469106
30,33,35.35294118,1,"[37, 35, 37, 33, 42, 38, 35, 32, 34, 34, 32, 42, 37, 33, 32, 36, 37, 33, 32, 35, 35, 38, 35, 32, 36, 35, 34, 38, 33, 37, 37, 35, 34, 37]",34,165,2.557014748
29,34,35.61764706,1,"[34, 40, 37, 33, 32, 31, 35, 35, 37, 34, 36, 38, 38, 32, 32, 34, 34, 40, 35, 36, 31, 40, 35, 36, 40, 38, 37, 36, 36, 32, 39, 35, 38, 35]",34,166,2.651639926
16,21,23.90909091,1,"[29, 27, 24, 23, 18, 29, 26, 21, 21, 21, 28, 25, 27, 27, 18, 27, 26, 20, 30, 26, 26, 34, 18, 19, 18, 25, 21, 21, 20, 22, 26, 26, 20]",33,167,4.072496442
23,28,31.56666667,1,"[30, 38, 25, 38, 25, 30, 25, 35, 26, 36, 35, 26, 37, 34, 25, 29, 45, 40, 28, 32, 29, 33, 35, 29, 28, 29, 29, 32, 33, 31]",30,168,5.00815427
30,35,36.84848485,1,"[37, 36, 34, 43, 36, 38, 40, 33, 37, 36, 36, 36, 35, 35, 36, 40, 40, 37, 37, 38, 37, 33, 38, 39, 32, 35, 34, 42, 41, 37, 39, 35, 34]",33,169,2.623466363
28,32,32.71875,1,"[32, 32, 32, 29, 32, 38, 29, 36, 32, 35, 33, 33, 32, 36, 30, 32, 35, 38, 31, 32, 31, 34, 32, 35, 35, 33, 32, 32, 32, 29, 32, 31]",32,170,2.303354846
26,31,32.5,1,"[29, 33, 31, 32, 37, 31, 31, 33, 34, 29, 34, 34, 32, 31, 36, 34, 31, 34, 36, 31, 32, 32, 34, 35, 31, 33, 30, 31, 37, 33, 30, 31, 34, 29]",34,171,2.19158169
25,30,31.88235294,1,"[34, 32, 31, 38, 31, 36, 35, 32, 27, 32, 30, 30, 35, 36, 33, 27, 34, 37, 30, 35, 33, 31, 27, 28, 29, 28, 30, 36, 33, 32, 35, 27, 28, 32]",34,172,3.169597105
23,30,32.6875,1,"[32, 28, 30, 32, 32, 30, 32, 42, 30, 29, 34, 31, 29, 35, 37, 33, 32, 31, 30, 30, 39, 33, 26, 35, 31, 34, 26, 37, 39, 37, 33, 37]",32,173,3.771176765
29,33,34.125,1,"[36, 36, 34, 35, 35, 33, 34, 35, 36, 34, 38, 32, 33, 35, 32, 36, 34, 35, 34, 33, 33, 31, 35, 36, 34, 36, 34, 32, 34, 32, 31, 34]",32,174,1.641203335
29,35,35.85714286,1,"[36, 38, 35, 39, 38, 36, 36, 31, 31, 35, 36, 38, 35, 37, 35, 36, 35, 35, 36, 36, 38, 36, 35, 33, 35, 37, 35, 35, 37, 37, 35, 34, 39, 37, 38]",35,175,1.849369641
28,35,36.63636364,1,"[38, 34, 39, 41, 36, 35, 32, 37, 38, 36, 39, 37, 34, 39, 34, 37, 40, 37, 36, 35, 37, 40, 35, 36, 36, 37, 36, 34, 33, 40, 40, 33, 38]",33,176,2.329406869
26,30,32,1,"[31, 34, 30, 31, 38, 36, 35, 29, 34, 29, 35, 34, 34, 29, 29, 27, 33, 28, 32, 30, 37, 32, 27, 34, 30, 30, 34, 28, 31, 33, 32, 35, 31, 36, 32, 32]",36,177,2.848558533
28,33,34.05882353,1,"[33, 33, 34, 32, 36, 36, 33, 33, 32, 30, 33, 36, 36, 37, 36, 33, 33, 33, 34, 33, 37, 36, 40, 34, 34, 37, 34, 35, 31, 30, 33, 30, 35, 36]",34,178,2.255514138
25,29,31.44117647,1,"[31, 33, 30, 32, 35, 31, 32, 33, 33, 29, 28, 37, 33, 32, 30, 29, 34, 29, 28, 29, 33, 31, 26, 28, 29, 31, 30, 35, 33, 32, 34, 32, 29, 38]",34,179,2.676397131
26,31,33.41176471,1,"[37, 34, 38, 30, 31, 37, 33, 32, 33, 34, 34, 36, 32, 28, 31, 36, 31, 33, 33, 30, 28, 37, 34, 35, 35, 35, 34, 38, 28, 34, 36, 33, 35, 31]",34,180,2.764686919
26,30,31.47058824,1,"[34, 28, 29, 34, 28, 31, 33, 30, 33, 31, 34, 36, 30, 31, 28, 31, 30, 31, 32, 35, 37, 31, 30, 29, 30, 28, 31, 31, 30, 34, 31, 35, 36, 28]",34,181,2.549334959
23,28,30.26666667,1,"[30, 36, 25, 32, 25, 27, 33, 39, 30, 30, 25, 31, 31, 34, 30, 29, 40, 32, 28, 25, 31, 33, 29, 28, 26, 28, 35, 25, 29, 32]",30,182,3.956080726
27,31,32.75757576,1,"[32, 32, 29, 39, 32, 30, 32, 32, 29, 32, 37, 33, 31, 34, 32, 37, 36, 32, 32, 35, 35, 31, 35, 32, 29, 31, 30, 38, 34, 29, 34, 34, 31]",33,183,2.646109208
27,31,32,1,"[35, 30, 33, 30, 28, 33, 31, 36, 30, 31, 31, 35, 31, 35, 31, 31, 35, 34, 29, 32, 31, 30, 31, 33, 35, 34, 31, 29, 35, 33, 28, 34, 31]",33,184,2.25
30,33,35.32352941,1,"[35, 35, 34, 38, 40, 33, 37, 35, 33, 32, 33, 33, 34, 35, 38, 33, 39, 40, 36, 33, 36, 34, 34, 34, 34, 41, 34, 36, 37, 32, 36, 36, 39, 32]",34,185,2.482918471
26,31,32.85294118,1,"[36, 35, 32, 38, 31, 34, 30, 30, 28, 32, 34, 32, 34, 36, 29, 28, 36, 35, 34, 36, 33, 34, 35, 31, 35, 29, 34, 33, 31, 37, 34, 29, 30, 32]",34,186,2.698286246
25,31,33.25,1,"[35, 29, 33, 31, 29, 35, 34, 35, 34, 30, 36, 31, 28, 36, 38, 30, 32, 32, 31, 31, 37, 34, 27, 34, 32, 30, 34, 42, 36, 39, 36, 33]",32,187,3.350493464
26,30,31.46875,1,"[34, 32, 30, 34, 30, 29, 29, 31, 31, 33, 33, 32, 30, 30, 30, 32, 29, 35, 31, 30, 33, 29, 35, 31, 28, 34, 31, 29, 34, 30, 31, 37]",32,188,2.184762112
26,31,32.88571429,0,"[34, 35, 30, 31, 33, 39, 35, 31, 28, 32, 31, 37, 32, 38, 32, 31, 30, 32, 31, 31, 34, 31, 32, 33, 33, 35, 35, 32, 33, 31, 33, 34, 40, 31, 31]",35,189,2.620860081
29,34,35.21212121,1,"[37, 32, 36, 35, 35, 36, 31, 34, 35, 35, 37, 35, 35, 33, 34, 35, 38, 37, 37, 37, 34, 38, 33, 34, 36, 36, 34, 33, 35, 35, 38, 36, 36]",33,190,1.709487784
26,31,33.19444444,1,"[35, 34, 31, 33, 37, 35, 34, 32, 32, 31, 33, 35, 33, 29, 30, 28, 31, 30, 34, 31, 40, 38, 31, 33, 32, 37, 35, 34, 31, 31, 33, 36, 32, 40, 31, 33]",36,191,2.816476466
28,33,34.14705882,1,"[36, 33, 34, 34, 35, 36, 31, 31, 36, 31, 34, 34, 35, 35, 37, 35, 38, 32, 33, 33, 34, 36, 39, 33, 33, 37, 33, 34, 33, 30, 32, 33, 34, 37]",34,192,2.105294235
29,35,36.26470588,1,"[35, 39, 40, 36, 42, 35, 35, 36, 36, 34, 34, 43, 37, 37, 35, 36, 36, 32, 32, 32, 39, 37, 31, 35, 36, 37, 37, 37, 32, 35, 40, 36, 36, 43]",34,193,2.967590835
27,31,33.20588235,1,"[36, 32, 38, 32, 29, 31, 32, 33, 32, 32, 34, 34, 32, 29, 31, 35, 32, 36, 30, 34, 29, 36, 31, 32, 38, 35, 33, 34, 40, 31, 35, 31, 38, 32]",34,194,2.760977119
25,30,31.44117647,1,"[36, 29, 31, 32, 27, 34, 31, 30, 31, 32, 31, 36, 30, 34, 33, 31, 39, 30, 30, 35, 35, 29, 31, 30, 33, 27, 30, 30, 30, 27, 30, 34, 33, 28]",34,195,2.776428668
26,28,31.4137931,1,"[32, 35, 28, 34, 28, 33, 33, 38, 31, 37, 28, 28, 33, 32, 31, 30, 33, 28, 28, 34, 31, 34, 31, 28, 28, 31, 31, 29, 34]",29,196,2.847520743
27,32,33.57575758,1,"[33, 32, 31, 38, 29, 30, 36, 32, 33, 38, 36, 35, 31, 38, 33, 37, 38, 32, 34, 32, 35, 31, 32, 33, 32, 33, 32, 33, 35, 29, 32, 38, 35]",33,197,2.657892763
25,29,30.65625,1,"[27, 30, 32, 30, 27, 34, 27, 37, 30, 30, 29, 27, 30, 35, 30, 29, 34, 33, 29, 32, 30, 29, 29, 37, 33, 33, 30, 31, 29, 27, 30, 31]",32,198,2.719219231
25,30,31.73529412,1,"[29, 29, 30, 33, 37, 28, 33, 30, 33, 27, 34, 30, 28, 33, 33, 31, 29, 35, 35, 30, 31, 30, 33, 35, 30, 33, 30, 33, 36, 34, 30, 34, 35, 28]",34,199,2.63207285
30,34,36,1,"[36, 33, 38, 40, 36, 36, 34, 35, 32, 35, 35, 35, 35, 40, 33, 36, 43, 41, 35, 37, 35, 34, 39, 33, 37, 34, 36, 40, 33, 40, 36, 32, 34, 36]",34,200,2.719179912
26,32,34.59375,1,"[36, 39, 37, 32, 37, 33, 35, 35, 34, 30, 33, 29, 31, 33, 37, 37, 32, 31, 35, 32, 38, 35, 34, 41, 33, 30, 32, 37, 38, 39, 37, 35]",32,201,2.993103632
26,31,32.46875,1,"[30, 34, 32, 32, 30, 32, 32, 33, 34, 33, 33, 34, 32, 29, 32, 36, 31, 33, 37, 31, 35, 31, 33, 32, 28, 28, 30, 32, 34, 34, 36, 36]",32,202,2.243044806
28,33,33.94444444,1,"[34, 35, 32, 33, 33, 38, 35, 33, 31, 33, 34, 38, 31, 37, 31, 36, 35, 34, 33, 40, 35, 35, 33, 33, 31, 31, 36, 36, 33, 33, 32, 33, 34, 38, 30, 33]",36,203,2.329248124
30,36,37.60606061,1,"[39, 33, 39, 38, 40, 35, 37, 36, 40, 38, 37, 37, 33, 41, 35, 37, 38, 36, 36, 40, 41, 46, 33, 38, 37, 38, 34, 33, 41, 40, 36, 37, 42]",33,204,2.936190069
29,35,36.19444444,1,"[37, 40, 35, 34, 38, 38, 39, 34, 36, 35, 40, 35, 36, 32, 34, 31, 34, 33, 36, 34, 42, 36, 39, 35, 35, 35, 36, 38, 38, 36, 36, 39, 35, 40, 35, 37]",36,205,2.423921786
32,36,37.70588235,1,"[34, 38, 40, 37, 40, 35, 36, 35, 42, 35, 37, 38, 39, 39, 41, 37, 38, 37, 37, 36, 38, 38, 39, 36, 36, 42, 38, 40, 38, 34, 36, 36, 40, 40]",34,206,2.125307989
28,34,35.88235294,1,"[35, 39, 38, 36, 40, 37, 36, 30, 33, 36, 36, 41, 42, 37, 33, 36, 37, 32, 33, 37, 36, 35, 33, 35, 35, 34, 36, 37, 33, 36, 39, 37, 30, 40]",34,207,2.815161397
30,35,37.20588235,1,"[42, 37, 39, 35, 33, 38, 36, 37, 37, 33, 39, 46, 40, 32, 38, 33, 37, 36, 36, 40, 32, 41, 35, 42, 37, 40, 36, 34, 37, 37, 38, 34, 42, 36]",34,208,3.198289427
23,30,31.78787879,1,"[37, 32, 29, 33, 25, 28, 33, 39, 31, 31, 34, 33, 35, 30, 34, 38, 32, 32, 35, 33, 33, 30, 30, 30, 25, 35, 31, 31, 25, 29, 33, 31, 32]",33,209,3.314339826
24,28,30.86666667,1,"[31, 35, 26, 32, 26, 29, 27, 35, 31, 30, 30, 29, 35, 33, 26, 27, 39, 33, 28, 34, 34, 34, 29, 31, 33, 29, 28, 31, 26, 35]",30,210,3.401149231
24,28,30.4375,1,"[27, 31, 28, 37, 26, 27, 31, 28, 34, 33, 34, 35, 30, 30, 29, 31, 31, 27, 30, 31, 31, 28, 33, 33, 30, 28, 30, 35, 29, 27, 32, 28]",32,211,2.7584182
24,28,30.54545455,1,"[34, 28, 30, 26, 26, 37, 33, 38, 27, 30, 30, 34, 31, 34, 26, 30, 30, 37, 29, 26, 26, 28, 33, 35, 35, 29, 35, 26, 29, 30, 26, 30, 30]",33,212,3.64940842
28,32,34.11764706,1,"[32, 34, 36, 39, 36, 32, 38, 32, 35, 34, 37, 33, 33, 35, 36, 31, 35, 35, 38, 33, 34, 34, 36, 33, 36, 35, 32, 33, 36, 34, 31, 32, 30, 30]",34,213,2.266551323
27,32,33.05882353,1,"[35, 32, 36, 39, 32, 35, 30, 34, 32, 35, 30, 33, 31, 33, 31, 33, 37, 32, 31, 32, 35, 33, 32, 33, 37, 29, 31, 36, 32, 35, 34, 32, 29, 33]",34,214,2.34767682
23,30,33.3125,1,"[32, 25, 30, 34, 34, 30, 37, 37, 34, 32, 37, 31, 30, 33, 38, 29, 34, 29, 37, 30, 38, 37, 29, 40, 33, 31, 29, 36, 34, 36, 34, 36]",32,215,3.514371416
27,32,33.375,1,"[35, 35, 32, 33, 35, 31, 33, 35, 35, 35, 36, 33, 34, 32, 31, 36, 33, 36, 33, 33, 33, 29, 34, 32, 31, 32, 33, 33, 32, 35, 32, 36]",32,216,1.755176675
30,35,36.47222222,1,"[37, 36, 34, 37, 39, 42, 38, 37, 34, 36, 35, 38, 34, 40, 34, 35, 36, 37, 36, 40, 35, 40, 35, 33, 34, 38, 37, 36, 33, 36, 35, 35, 39, 39, 36, 37]",36,217,2.171057821
27,33,34.42424242,1,"[37, 33, 35, 35, 36, 33, 31, 35, 33, 34, 36, 35, 34, 38, 32, 37, 35, 35, 34, 35, 34, 39, 32, 33, 32, 35, 33, 31, 36, 36, 35, 32, 35]",33,218,1.920779513
24,31,33.86111111,1,"[33, 35, 33, 30, 37, 37, 36, 32, 36, 29, 33, 36, 31, 30, 30, 29, 29, 30, 35, 30, 38, 38, 35, 37, 30, 40, 36, 37, 34, 33, 35, 36, 31, 38, 35, 35]",36,219,3.127324532
28,34,35.29411765,1,"[34, 34, 36, 33, 37, 35, 31, 36, 38, 33, 37, 35, 38, 35, 42, 34, 37, 39, 33, 34, 37, 36, 38, 35, 34, 36, 33, 37, 34, 30, 33, 33, 36, 37]",34,220,2.393544497
